9.144562821453744439e-01 5.509403437666335890e-01 4.500434341185077791e-03 0.000000000000000000e+00 -6.764464547983442295e-05 -2.821902096152276076e-04 -1.511896967909090212e-05 6.307114577152684101e-05 1.800173689422087941e-01 0.000000000000000000e+00 -2.705785819193376809e-03 -1.128760838460910430e-02
9.144535222039300582e-01 5.509518580131114174e-01 1.754117242229683710e-02 -9.019289140575196458e-10 -2.640463954203702067e-04 -1.101775199114452940e-03 -1.166240999971263428e-04 4.865732196186415962e-04 3.416120891241922752e-01 -3.607715656230078004e-08 -5.150284178428053347e-03 -2.149579119535990901e-02
9.144420113201199296e-01 5.509999435077709284e-01 3.820701721623076530e-02 -2.393542618287198642e-07 -5.725970215925322258e-04 -2.410732442887558724e-03 -3.764099378592429242e-04 1.575139958347972083e-03 4.850214461178608549e-01 -9.502016160024192109e-06 -7.191740868458428720e-03 -3.086249855556432581e-02
9.144124108263222972e-01 5.511244095811629329e-01 6.562512961182108417e-02 -1.578223506327020488e-06 -9.693957717841024044e-04 -4.177789636503852558e-03 -8.484248242379001208e-04 3.585268832779295138e-03 6.117024194510063406e-01 -4.405275361990782266e-05 -8.680209139204380156e-03 -3.981978918908742754e-02
9.143533402573642555e-01 5.513767280654501279e-01 9.908299574617138172e-02 -7.492439423225053272e-06 -1.319317887407944192e-03 -6.080695591655503780e-03 -1.549700521507873987e-03 6.699477521918867189e-03 7.266112006643888899e-01 -1.925158830560134667e-04 -5.316675485749293092e-03 -3.629644901697861442e-02
9.142531901696601127e-01 5.518204778789036480e-01 1.393940643171960592e-01 -2.033588200941632669e-05 -1.510271006323331711e-03 -7.961675358124656321e-03 -2.476965997985680450e-03 1.125420214200572276e-02 8.858300827906592234e-01 -3.212218203916374429e-04 -2.321449270866206369e-03 -3.894274164178745945e-02
9.141047821997627665e-01 5.525179857393851535e-01 1.870882324802972119e-01 -3.225998582415894966e-05 -1.740598797100146190e-03 -9.872535914828504608e-03 -3.483387626940667899e-03 1.684567425006666674e-02 1.021934825098709476e+00 -1.557423321980675032e-04 -6.891662360206376667e-03 -3.749168062636645815e-02
9.139015594680333088e-01 5.535192292928202695e-01 2.410916273137233279e-01 -2.668120491147805539e-05 -2.446213329396060808e-03 -1.163484713096283284e-02 -4.716875357413955784e-03 2.338228707436325327e-02 1.138198902285316283e+00 3.788935687053032741e-04 -2.133291893163020980e-02 -3.300076801900669182e-02
9.136237541056104750e-01 5.548658479811208188e-01 3.003435068785003104e-01 1.217197594039562544e-05 -3.942731714866499863e-03 -1.309638873209826790e-02 -6.541084073776647079e-03 3.062474957549290999e-02 1.231874055144730473e+00 1.175233665369643851e-03 -3.852781648718735241e-02 -2.546089602641073493e-02
9.132311287987225912e-01 5.565868345185350785e-01 3.637422978579146760e-01 9.292898948606377922e-05 -6.323750642575834933e-03 -1.417057289806271034e-02 -9.387329992945968316e-03 3.831540341431045188e-02 1.304075064235880488e+00 2.055046876457082301e-03 -5.671294062118605039e-02 -1.750647061216698691e-02
9.126614245215355359e-01 5.586999705415460760e-01 4.303551470083669672e-01 2.142410924316215447e-04 -9.568356840291513538e-03 -1.488647403154584603e-02 -1.369672868045976669e-02 4.627515596227969874e-02 1.360435603843061836e+00 2.797437241365227992e-03 -7.307130728744110071e-02 -1.112957472715842694e-02
9.118322078419413002e-01 5.612137735810699413e-01 4.994274721861374777e-01 3.858085267314476465e-04 -1.354821523945799570e-02 -1.517408904333393538e-02 -1.982539450375638695e-02 5.430221195391004424e-02 1.402452936721194865e+00 4.065260130627815216e-03 -8.612302867921818594e-02 -3.750257443651799222e-04
9.106461060243874472e-01 5.641257035515430118e-01 5.702808180581846464e-01 6.176040388359870566e-04 -1.787395053724556010e-02 -1.502238387773557546e-02 -2.799367469194705138e-02 6.216134085304313162e-02 1.431675209198230325e+00 5.206560353553762489e-03 -8.690638323228434825e-02 6.443232368299579328e-03
9.089958432896809715e-01 5.674263265065556672e-01 6.425654354842554872e-01 9.149641491312953019e-04 -2.218594561258990100e-02 -1.439294406455299789e-02 -3.838983498670203720e-02 6.980836871397420873e-02 1.459702822827950053e+00 6.687844058258569056e-03 -8.557341978148928774e-02 1.873436015900353455e-02
9.067764493218287702e-01 5.710946826311646962e-01 7.159831421740505686e-01 1.283154800756317482e-03 -2.641968703617876210e-02 -1.318742018705050534e-02 -5.074458716786973272e-02 7.682266771123000271e-02 1.476998142097091682e+00 8.039782006742315565e-03 -8.377623716206508697e-02 2.948659494109613644e-02
9.038864163165502008e-01 5.750959458264743862e-01 7.902531934326939567e-01 1.717627373285053908e-03 -3.046904629525522615e-02 -1.149712551371790889e-02 -6.519939248149764222e-02 8.308332876537080636e-02 1.493795931033056856e+00 9.339120894407134527e-03 -7.819813320099347487e-02 3.812519199220771454e-02
9.002370798631390558e-01 5.793823928134252954e-01 8.649583815897869954e-01 2.230058070296455763e-03 -3.383666662791874613e-02 -9.387095661467212415e-03 -8.104986294784290168e-02 8.819985800786861452e-02 1.494404532925701412e+00 1.115810698604894138e-02 -5.650668010554725507e-02 4.627600209782010282e-02
8.958108516796947640e-01 5.838839261687229776e-01 9.381759890836666171e-01 2.828455128983128116e-03 -3.618864181778896211e-02 -6.896704892169060880e-03 -9.616792041435039129e-02 9.168079521972523349e-02 1.434295311872228140e+00 1.277777536141794755e-02 -3.757232748926127297e-02 5.333962867410596553e-02
8.906362274294891135e-01 5.885271304692692995e-01 1.007585812001352554e+00 3.501624115533415790e-03 -3.764332973751299133e-02 -4.481142024849284547e-03 -1.109133912284411688e-01 9.388495795810813949e-02 1.342094950591815383e+00 1.414898410059356459e-02 -2.061518929969981609e-02 4.328288601868509472e-02
8.847365559334186003e-01 5.932553158393618631e-01 1.071754901917771896e+00 4.240606408999559110e-03 -3.829170212498165388e-02 -2.426518554279625140e-03 -1.251134572982567916e-01 9.511270927402770692e-02 1.224667555908965255e+00 1.541030763805216995e-02 -5.319706199046753473e-03 3.890205280410127114e-02
8.781528686294579611e-01 5.980249875009120419e-01 1.129285271345452424e+00 5.042468414986482281e-03 -3.804728789479595863e-02 -6.787620608922795718e-04 -1.382196935122663173e-01 9.557266936456239315e-02 1.076547908662427444e+00 1.666417260142476556e-02 1.509627540647454254e-02 3.100820693139254985e-02
