8.376749942269337001e-01 8.341841428297196437e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.371750775498503216e-01 8.336842261526362652e-01 -1.999500083322916857e-02 -1.999500083322916857e-02
8.356756607269648640e-01 8.321848093297508075e-01 -3.998000666500031719e-02 -3.998000666500031719e-02
8.331772433834335745e-01 8.296863919862195180e-01 -5.995502249156500763e-02 -5.995502249156500763e-02
8.296803248946624798e-01 8.261894734974484233e-01 -7.992005330667729945e-02 -7.992005330667729945e-02
8.251854043864322863e-01 8.216945529892182298e-01 -9.987510410159500251e-02 -9.987510410159500251e-02
8.197840628592649725e-01 8.163536735656808929e-01 -1.161771984772048544e-01 -1.137589158555615820e-01
8.135664908864727041e-01 8.103133541330143075e-01 -1.325243181744821530e-01 -1.278526869701500646e-01
8.065304471154589594e-01 8.035632050983246844e-01 -1.489160666869973337e-01 -1.421520828010897908e-01
7.987677525149892155e-01 7.961968426289635081e-01 -1.615906611155691064e-01 -1.525015535174455705e-01
7.903689317046973528e-01 7.883040617359068358e-01 -1.743611070922508610e-01 -1.632087899351027105e-01
7.813291884228145134e-01 7.798671851287415357e-01 -1.872275519792997722e-01 -1.742653529712376859e-01
7.716436966959803190e-01 7.708689456589588040e-01 -2.001910368036411703e-01 -1.856632759931317878e-01
7.614628892333324961e-01 7.614394670790056718e-01 -2.070406908977526494e-01 -1.915153795296891670e-01
7.509335762291996508e-01 7.517046908821195528e-01 -2.141312383885898563e-01 -1.978751383658393648e-01
7.400435654869219615e-01 7.416393963970425718e-01 -2.214685798573815811e-01 -2.047360692929824644e-01
7.287803235111007805e-01 7.312186563087293978e-01 -2.290604665182311983e-01 -2.120929211685409765e-01
7.171308848735760133e-01 7.204177774028817094e-01 -2.369164243195950037e-01 -2.199415810103657609e-01
7.050817687582954241e-01 7.092122490831603843e-01 -2.450475426984171923e-01 -2.282788570054742894e-01
6.927484669941414985e-01 6.977403963103727680e-01 -2.482842581414466954e-01 -2.305950608890373899e-01
6.802436905657385235e-01 6.861350206315987021e-01 -2.519064971414142207e-01 -2.336197142074778743e-01
6.675477548363318858e-01 6.743608240173675217e-01 -2.559305966932142740e-01 -2.373478396846390170e-01
6.546401643194679210e-01 6.623827827508461663e-01 -2.603726538099124244e-01 -2.417734421760021624e-01
6.414996363943911151e-01 6.501662080152901257e-01 -2.652480569095594376e-01 -2.468891209396646691e-01
6.281041430917995161e-01 6.376768201823819204e-01 -2.705712315962037762e-01 -2.526859093109539711e-01
6.144309592291632427e-01 6.248808245305355058e-01 -2.763556408751288163e-01 -2.591533778071853922e-01
6.004567050210675161e-01 6.117449761351506643e-01 -2.826140059182680186e-01 -2.662799641260017447e-01
5.863530251907824731e-01 5.984242828623279609e-01 -2.815332773538488653e-01 -2.665477444718769018e-01
5.722867413043624119e-01 5.850677769504748493e-01 -2.811181127000101920e-01 -2.677123949480378906e-01
5.582241949561906891e-01 5.716310238994223303e-01 -2.813837190929919796e-01 -2.697575566639142663e-01
5.441309679049957104e-01 5.580704048800417816e-01 -2.823452828244947255e-01 -2.726669616608881075e-01
