1.000000000000000000e+00 1.540122937484267596e-01 -8.070637747986550981e-01 -1.797832075735261992e-01 5.400641991473337233e-01 3.007065837896634175e-01 3.894338011922560128e-01 3.247438321887199941e-01 2.003137806315749836e-01 -4.312786008869897714e-01 -4.856746757432080508e-01 4.159894559593334540e-01 1.294060103119600846e-01 -3.392059218496250306e-02 3.552647692670941049e-01 -4.657764593234553496e-03 -1.049934299548559991e-01 -7.379391117133904388e-02 -1.186265786553532126e-01 5.044297189188475666e-02 3.093868939013013838e-02 1.140294408433786301e-02 -2.963513990138632037e-01 -3.083504730473982797e-02 1.601781991237893332e-01 -1.634568033466109876e-02 -7.571093363358070982e-02 -1.189199959591094244e-03 2.333121198172446731e-01 3.150406250180410803e-03 -1.166186385518210578e-01 1.588988867337081529e-02 2.920977588081638543e-01 -2.512079123434401429e-01 1.440417119906142350e-03 -7.633413671456008853e-02
1.000000000000000000e+00 1.382025425581109024e-01 -1.740737961661184885e+00 -5.762455689912960866e-01 1.386285063092701275e+00 1.236553915639758139e-01 -2.586178034243968304e-01 2.245253447482091214e-01 -1.383364514451179694e-01 -6.251748197208493174e-01 -1.666808827239373014e-01 9.294643138869279619e-01 1.170707392249732554e-01 -7.621495378813263055e-02 -2.289028680663513227e-01 -1.782849120923649111e-02 -7.558002898695259653e-01 -6.627172499773593961e-02 1.244023587204945297e-01 2.155533500264628088e-01 -1.411716611107142749e-01 -1.961517630374120802e-01 1.949752418902754303e-01 2.890149691668985471e-02 -1.139037725490414099e-01 1.990796679435317875e-03 5.915239197184394282e-01 2.114673134765606699e-01 1.041257839469124785e-01 -1.234465138070811735e-01 -8.279191138480867379e-03 -7.471274536547604928e-02 1.464299748052265981e-01 -5.510524161236500795e-01 6.233716110687363698e-02 3.654888081279632911e-02
1.000000000000000000e+00 1.337821864034052510e-01 -9.950075782316987194e-01 -3.227407463811584609e-01 4.571359089181192270e-01 3.671525270329426549e-01 6.049109414852806010e-02 1.493871876116622810e-01 8.857745445520764579e-03 -3.537888417581311895e-01 -3.633480760828322054e-01 4.784483405780651788e-01 -1.001735198437606472e-01 7.952399961897381464e-02 7.866822172809974367e-02 -2.149839660637616334e-01 -2.609988237295770008e-01 -4.146418713807137890e-01 -3.276401105469362030e-01 -5.442791533446107027e-02 2.128131723433358824e-01 1.601383260506651640e-01 1.006207054568795667e-01 5.832613784305828303e-02 4.185713369885949997e-01 -7.196808942592677893e-02 1.407827085534591460e-01 1.088609002892754196e-01 -8.087976661875606599e-02 1.159275271305186539e-01 -1.015602059361615933e-01 2.785337130196939570e-02 1.522609755241441654e-01 -3.475780533394956517e-02 2.644293123694796965e-01 -2.267724067896097484e-01
1.000000000000000000e+00 2.873486220973336391e-01 -1.312372842050414601e+00 -6.253064239106445044e-01 6.159634161162520494e-01 5.437035267075175371e-01 6.129375710411890527e-02 2.996462830666334343e-01 5.751305763209658278e-02 -9.465636653401714451e-01 -4.285622936842347630e-01 4.582962692823764339e-01 5.172384318818402243e-02 -4.752136265047710029e-02 1.383177406781349681e-03 3.170139631393130430e-02 -3.589858005328369628e-01 -2.448449230013782785e-01 -1.180560635053745228e-01 4.051339844918547956e-02 1.397994316896081701e-03 -2.415465426236449442e-01 2.048152770072304285e-01 -6.835499801422062482e-02 8.147107165059151723e-02 4.952920545649232981e-02 -1.942850077317229140e-01 -8.458753313836879506e-02 -5.287135052567033811e-02 -2.589415465082274825e-01 -1.209639371059660351e-01 2.410423765414608163e-02 2.257201650391874592e-01 -1.345007938862076147e-01 -1.736123700957712401e-01 3.438034108738585032e-02
1.000000000000000000e+00 3.363816070569612404e-01 -1.213340388306936912e+00 -3.606902841960935580e-01 1.149505615107228040e+00 6.154286463930165318e-01 1.726613772261856306e-01 2.749727413293571177e-01 1.258609865253484672e-01 -4.713692551042632517e-01 -2.617505698493782229e-01 7.512663581592110562e-01 -1.706690671599796205e-01 1.980214854151805121e-02 1.277240614030598909e-02 7.606016130073842921e-04 -5.569081128644892686e-01 1.827228931982797762e-03 5.288816576646918587e-03 -8.506815558655390908e-02 -7.118882510121925591e-03 2.599515881081048696e-01 -1.635576792815049141e-01 -1.061312682040015526e-01 -1.657258886050792523e-01 -1.200269825301873185e-02 -2.514418573539076163e-02 -1.297172206433372665e-01 -9.383941055451927582e-02 -5.460202323260815449e-01 1.264161095925642742e-01 -9.161418704131370563e-03 -2.398448102120362135e-01 1.598199745519355772e-02 5.616109668634149815e-02 1.404861686345548477e-01
1.000000000000000000e+00 2.247476567018483196e-01 -1.276985431795179204e+00 -5.206346401344874586e-01 8.627264002535864895e-01 5.097825024469936350e-01 2.783630116116010411e-01 1.448535949657364652e-01 5.214327849092138534e-01 -9.079767911981941886e-01 -6.098488415483430680e-01 5.287322427706214745e-01 5.982115180785304437e-02 1.854193464906033623e-02 -8.292563558779009192e-02 9.697629217266759416e-02 -1.175286342626769287e-01 -3.703379550023049305e-01 2.851037308865615044e-02 8.238427222265744254e-02 -6.023983074259160742e-02 3.237398237767219380e-05 -1.381456625295360285e-01 -1.958831625595853498e-01 -1.707929914370608648e-01 -5.522607318176145363e-02 -1.478480546772029391e-01 9.190932016807057403e-02 -2.284557081508215570e-01 -8.990882613594218531e-02 1.809575571408009523e-02 -1.148560767905586200e-02 1.019840822057305543e-02 -6.537631941412622161e-02 -1.069933826764050550e-01 6.608479456442695188e-02
1.000000000000000000e+00 3.083846862795606714e-01 -1.669949314882571478e+00 -7.337834265333940120e-01 1.142274882519438650e+00 4.170131823309450314e-01 4.698518859723273544e-01 2.140015895808445034e-01 2.802078144297772688e-01 -6.457884707442878014e-01 -2.176832582479704958e-01 8.548923623129753846e-01 8.398131671001191761e-03 2.422250392013699724e-02 3.215681880542788917e-01 -1.595064438057819944e-01 -2.618842758276595517e-01 -3.297906403256937735e-01 1.873917153020523141e-01 1.181973391930634248e-01 2.872900106142056154e-01 1.972797839617786708e-01 -1.452631902946990849e-01 5.387269167101967904e-01 2.647105154009820605e-01 -1.589300404302905201e-01 -3.692031865539198709e-01 3.099388375488444924e-01 1.532730655689259480e-01 -1.220549502023213356e-01 -8.210970831559030736e-02 -2.822150849710088408e-02 -2.922982315419460631e-01 -6.102484924545186623e-02 -2.160902572485598749e-01 4.003175364033052519e-01
1.000000000000000000e+00 2.184222941249218675e-01 -1.385681034711166548e+00 -4.257197058446845483e-01 7.893013393899874774e-01 3.619120989479738815e-01 -8.903443401221389220e-02 3.188735050135496629e-01 3.264925214768641948e-01 -5.394334237690965317e-01 -1.191136106679116236e-01 3.771649499328773580e-01 -2.537353365506148095e-02 7.646757133196822875e-02 1.197203150258883547e-01 -7.288577284273077550e-02 -3.551075547274546995e-01 -9.131490616433286800e-02 -6.257527771726642540e-02 -5.939549441017728110e-02 1.446074449425372166e-01 1.502193470551484722e-01 -1.890896691776964844e-01 8.767732135932360116e-02 -1.165196505334329530e-01 -3.125162722156334203e-03 -4.265792535255958501e-02 1.341598351972874692e-01 -1.766696161281144798e-03 -6.481346524211691051e-02 -2.568158134495631684e-01 -4.893935048590968007e-02 8.019850062120108258e-02 1.965435527958743211e-01 1.421829945417760199e-01 6.358819303832127789e-02
1.000000000000000000e+00 2.633262213099109572e-01 -1.378950852748162648e+00 -4.655585343820375366e-01 6.909502468442697554e-01 7.034000096933875623e-01 1.262513379712689454e-01 1.722939997004546975e-01 -4.738654752407194665e-02 -2.265480437467953245e-01 -5.785292451542688452e-01 5.556095472741676700e-01 -1.498407067689190575e-01 -7.297088707606773361e-02 2.376716585333259191e-01 -4.615206187412868033e-02 1.132488379783758853e-01 -2.797969280158702204e-03 -1.971512285409458276e-01 4.841516464450766610e-02 5.061943449253237803e-01 -7.938364615185544704e-02 1.475598260213069890e-01 1.483600151541406287e-01 -1.513365226578251843e-01 -9.188567739164783810e-02 -1.469585088447234456e-01 1.611038512643590522e-03 -1.101250611032591892e-01 -1.967106087560199501e-01 -1.334202108506714335e-01 7.996987957415577219e-02 -3.697133500729425926e-01 -1.002272506728841134e-01 1.753465160736543127e-01 -1.693815093587369147e-01
1.000000000000000000e+00 1.411635520334801053e-01 -1.034285426110655992e+00 -3.958142435506156742e-01 6.588018308655675392e-01 1.413023150023788588e-01 1.257165375684917152e-01 1.911265643880773746e-01 -1.391725354642970314e-01 -3.251498461401829965e-01 -2.981538780462058558e-01 3.149480638121618381e-01 -1.893414286846144823e-01 1.377835893836449298e-02 -1.801951972539389824e-01 2.558629913388055926e-02 4.515306386902828012e-02 -3.044005587556039560e-01 -1.054182683924797803e-01 1.021672516967604520e-02 -1.486953121969336045e-01 -3.732769254882178367e-01 2.451936782517087077e-01 -1.110248153445605040e-01 1.136357169992238542e-01 -4.258897020046112369e-02 -9.163200673881448724e-03 -1.241713842037863308e-01 -1.463384855291440523e-01 1.157026065843600460e-01 1.537860129049163464e-02 2.723499250117332807e-02 -4.222379880907115024e-01 -3.414137653362461777e-02 -1.365766461938601184e-01 -8.951381403720173879e-02
