1.000000000000000000e+00 4.519563739991221407e-01 -1.125339845654282023e+00 2.002952369648161035e-01 9.052470902791322216e-02 -2.254002110512740298e-01 -1.357477885360533598e+00 -6.135207828515427675e-01 1.527623953990724148e+00
1.000000000000000000e+00 4.519565748889757817e-01 -1.125339588851511641e+00 2.002956308629307292e-01 9.052492729011593631e-02 -2.254006028839434794e-01 -1.357477662208745439e+00 -6.135209547001138075e-01 1.527623354265158273e+00
1.000000000000000000e+00 4.519591021984372126e-01 -1.125336358098441680e+00 2.003001136679598559e-01 9.052745956632769764e-02 -2.254050004127727824e-01 -1.357475122517703747e+00 -6.135232376169480473e-01 1.527616110599757215e+00
1.000000000000000000e+00 4.519720077980713957e-01 -1.125319859501940911e+00 2.003202843980800563e-01 9.053916194006075835e-02 -2.254243932740953305e-01 -1.357463692820455092e+00 -6.135355903048740345e-01 1.527580852661758914e+00
1.000000000000000000e+00 4.520094935147980775e-01 -1.125271929098430324e+00 2.003771128058287609e-01 9.057236643071846227e-02 -2.254787285628419014e-01 -1.357431471855544469e+00 -6.135719068814304844e-01 1.527479537593712466e+00
1.000000000000000000e+00 4.521139007746391991e-01 -1.125138385537477692e+00 2.005393447727860379e-01 9.066668517007758776e-02 -2.256344381951388145e-01 -1.357339378018633136e+00 -6.136719669548119649e-01 1.527194679791466170e+00
1.000000000000000000e+00 4.523296696984804299e-01 -1.124862233136449952e+00 2.008877728156388542e-01 9.086775314234785128e-02 -2.259707446517926210e-01 -1.357141127177271533e+00 -6.138750537080654990e-01 1.526596983405163144e+00
1.000000000000000000e+00 4.527163771426503946e-01 -1.124366829145941882e+00 2.015371258212706740e-01 9.123995398631254417e-02 -2.266006386249116711e-01 -1.356770248394920664e+00 -6.142316564549068492e-01 1.525508045021150672e+00
1.000000000000000000e+00 4.533379743355450131e-01 -1.123569397802488101e+00 2.026246108638917465e-01 9.185944491733449846e-02 -2.276602274132352721e-01 -1.356145540262316818e+00 -6.147911144020294927e-01 1.523725113529730057e+00
1.000000000000000000e+00 4.542528187275955420e-01 -1.122393485234819188e+00 2.043011146411911894e-01 9.280868245531079253e-02 -2.293006782553632106e-01 -1.355174425997576204e+00 -6.155892944921699250e-01 1.521042172647252944e+00
1.000000000000000000e+00 4.555079938445733001e-01 -1.120775969130526573e+00 2.067176548495687771e-01 9.416970437804106364e-02 -2.316736568745349500e-01 -1.353758569513680010e+00 -6.166430587560766119e-01 1.517266251651630427e+00
1.000000000000000000e+00 4.571444730098213616e-01 -1.118660083569969599e+00 2.100170737167953994e-01 9.602208705024331548e-02 -2.349196713868682562e-01 -1.351796139046223200e+00 -6.179578118483521898e-01 1.512211152969446193e+00
1.000000000000000000e+00 4.592074137945136303e-01 -1.115981553531768089e+00 2.143269695951210141e-01 9.844271780406765870e-02 -2.391560990005802689e-01 -1.349183400701275515e+00 -6.195415011271487860e-01 1.505681366456907089e+00
1.000000000000000000e+00 4.617546703928390173e-01 -1.112656665522715915e+00 2.197448586528681636e-01 1.015017760777908035e-01 -2.444566951088703033e-01 -1.345821860045720353e+00 -6.214185520912604010e-01 1.497465095776593369e+00
1.000000000000000000e+00 4.648653984840760423e-01 -1.108569685075612377e+00 2.263238182083437133e-01 1.052590366766676666e-01 -2.508313049298949160e-01 -1.341626953498516128e+00 -6.236444459360426240e-01 1.487328451657029316e+00
1.000000000000000000e+00 4.686484266355970263e-01 -1.103559809112768964e+00 2.340664751009923494e-01 1.097639675139874538e-01 -2.582146362813979579e-01 -1.336534308582250974e+00 -6.263186991216173061e-01 1.475006628027632605e+00
1.000000000000000000e+00 4.732390533940836197e-01 -1.097422222938801539e+00 2.429163435962228001e-01 1.150520323298877406e-01 -2.664550321368986951e-01 -1.330510299778769667e+00 -6.295841257001375535e-01 1.460219158716089982e+00
1.000000000000000000e+00 4.787952543618526624e-01 -1.089908687873183624e+00 2.527560008105385059e-01 1.211438091825293162e-01 -2.753107506674435934e-01 -1.323560836351423742e+00 -6.336245240264170020e-01 1.442682769423949019e+00
1.000000000000000000e+00 4.854904507869591268e-01 -1.080732011013184168e+00 2.634131828128390973e-01 1.280459472138098520e-01 -2.844569942207953450e-01 -1.315737185689083599e+00 -6.386570985044957016e-01 1.422125492286992809e+00
1.000000000000000000e+00 4.935016536415040567e-01 -1.069576587563219716e+00 2.746683832785210000e-01 1.357502376204647310e-01 -2.934977470113011577e-01 -1.307141238281270601e+00 -6.449197184946516836e-01 1.398306877547880411e+00
1.000000000000000000e+00 5.030025449712789420e-01 -1.056102094655015033e+00 2.862656404625456563e-01 1.442341113712969358e-01 -3.019809684120378646e-01 -1.297927304162660889e+00 -6.526644931142925321e-01 1.371023682105175778e+00
1.000000000000000000e+00 5.141556870740831009e-01 -1.039948915992113365e+00 2.979231234923235272e-01 1.534592901662513165e-01 -3.094160891818513170e-01 -1.288301744338191224e+00 -6.621510122815210675e-01 1.340113058221049425e+00
