1.000000000000000000e+00 1.737743851232018411e-01 -1.371507796103572874e+00 -5.108280385468696450e-01 1.245969715202670525e+00 8.170301948579037354e-01 -1.045181201337372023e+00 -1.753829027646490180e-01 -3.047705608904918359e-02 2.405390184449910096e-01 8.959050421392203423e-02 -2.185217854090873990e-01 -1.432931272205459905e-01 1.833069130055913765e-01 -1.370713537482173283e+00 -2.381949021560135493e-01 1.879944302881507490e+00 7.001989077616597168e-01 -1.707867555921108726e+00 -1.119914348623426648e+00 1.432644021795016931e+00 5.153594458534110911e-01 8.955627082061055899e-02 -7.068194977835704496e-01 -2.632600548718996847e-01 6.421222619769806350e-01 4.210642284674737668e-01 -5.386440047376305218e-01 1.242889511485303577e+00 2.159823606344353775e-01 -1.704632654697455285e+00 -6.349028112825148007e-01 1.548602690653730241e+00 1.015478259755682400e+00 -1.299044752743829134e+00 -8.236319389756661113e-01 -1.431261337633269182e-01 1.129617625425028304e+00 4.207342878714946388e-01 -1.026220452437333952e+00 -6.729321635924815359e-01 8.608446194384158368e-01 -1.038605004377572083e+00 -1.804829460215929549e-01 1.424454860576025439e+00 5.305485572111581227e-01 -1.294070381512391732e+00 -8.485716491070015577e-01 1.085530426190357334e+00
1.000000000000000000e+00 1.737859778381906084e-01 -1.371502097809160325e+00 -5.108607159829452460e-01 1.245947610414685158e+00 8.170778663707235490e-01 -1.045133984654307513e+00 -1.753954064998865525e-01 -3.048126237186195298e-02 2.405551678894348733e-01 8.960262335324177541e-02 -2.185334873298535596e-01 -1.433117051102250072e-01 1.833116994949035294e-01 -1.370707334465081306e+00 -2.382097143780841364e-01 1.879927984736608160e+00 7.002405300852071468e-01 -1.707829528091767468e+00 -1.119974623967723293e+00 1.432572818557261041e+00 5.153946491035179545e-01 8.956836347512724117e-02 -7.068648422444925306e-01 -2.632948806051539359e-01 6.421547306928827581e-01 4.211175619065823938e-01 -5.386564616248875614e-01 1.242865462724211501e+00 2.159925894820519110e-01 -1.704592589557845983e+00 -6.349311393719134777e-01 1.548545253879765937e+00 1.015517859322120131e+00 -1.298960934581677495e+00 -8.236831545435092661e-01 -1.431445830349167281e-01 1.129683174094648468e+00 4.207873677467815487e-01 -1.026266057010205790e+00 -6.730132769214410837e-01 8.608592549824582996e-01 -1.038553686621276118e+00 -1.804860673720241337e-01 1.424378560180941111e+00 5.305562782571398017e-01 -1.293983485267508726e+00 -8.485792279295661933e-01 1.085427755198969502e+00
1.000000000000000000e+00 1.738220524527686883e-01 -1.371484360200061703e+00 -5.109623987425040426e-01 1.245878804112119154e+00 8.172261929315731699e-01 -1.044987016587135331e+00 -1.754343160382846600e-01 -3.049435578835034411e-02 2.406054192610779519e-01 8.964034712992430265e-02 -2.185698903273011195e-01 -1.433695301455391313e-01 1.833265706933424610e-01 -1.370688025361119111e+00 -2.382558043996255703e-01 1.879877190204840121e+00 7.003700373042054395e-01 -1.707711160596300681e+00 -1.120162150737519235e+00 1.432351196164728613e+00 5.155041910199131827e-01 8.960600470651776395e-02 -7.070059315816404899e-01 -2.634032810492988319e-01 6.422557294295526686e-01 4.212835610822203702e-01 -5.386951533056159036e-01 1.242790603938303873e+00 2.160244079587079202e-01 -1.704467879051962953e+00 -6.350192523753640517e-01 1.548366482052339954e+00 1.015641010896244367e+00 -1.298700068212716330e+00 -8.238425061877544531e-01 -1.432020072163049107e-01 1.129887106656932927e+00 4.209525766700901173e-01 -1.026407893702396157e+00 -6.732657238068697758e-01 8.609046742274509834e-01 -1.038393950887812389e+00 -1.804957558764409276e-01 1.424141069230594914e+00 5.305802303826471222e-01 -1.293713036467261990e+00 -8.486026862301877527e-01 1.085108245347856881e+00
1.000000000000000000e+00 1.739023617820871226e-01 -1.371444841147330118e+00 -5.111887416624809610e-01 1.245725512637496646e+00 8.175562858016667267e-01 -1.044659619048845745e+00 -1.755209363574879722e-01 -3.052352842197580615e-02 2.407172713404986120e-01 8.972439154863148802e-02 -2.186508644340473539e-01 -1.434983395421209063e-01 1.833595405595903061e-01 -1.370645002746991192e+00 -2.383583916963575855e-01 1.879764023693787811e+00 7.006582619601562367e-01 -1.707447470537459155e+00 -1.120579390550137777e+00 1.431857533080545419e+00 5.157480256049242762e-01 8.968986461529487864e-02 -7.073199371246423617e-01 -2.636447670775486363e-01 6.424803497603400748e-01 4.216533068983384092e-01 -5.387808714812698518e-01 1.242623820142418234e+00 2.160951727564136282e-01 -1.704190049454762823e+00 -6.352151819167362046e-01 1.547968280054011547e+00 1.015914732653348640e+00 -1.298119107455340648e+00 -8.241971232440372663e-01 -1.433299206630013756e-01 1.130340846333418581e+00 4.213205562499053314e-01 -1.026723203775563142e+00 -6.738279266923832278e-01 8.610050681484974211e-01 -1.038038096407794209e+00 -1.805171819087298124e-01 1.423612038818167003e+00 5.306331214629695925e-01 -1.293110720486646548e+00 -8.486541814619330548e-01 1.084396868294802641e+00
1.000000000000000000e+00 1.740525938171093023e-01 -1.371370792944822892e+00 -5.116120643791368661e-01 1.245438314614427444e+00 8.181733499630017281e-01 -1.044046334480557059e+00 -1.756827007410302621e-01 -3.057814539930563472e-02 2.409260676362056375e-01 8.988171508127523746e-02 -2.188017456933766813e-01 -1.437393788584607202e-01 1.834204077493409302e-01 -1.370564517110927971e+00 -2.385502516738397527e-01 1.879552176957365095e+00 7.011971798702874015e-01 -1.706953672199385652e+00 -1.121359126007219320e+00 1.430933095028908975e+00 5.162032845579187512e-01 8.984684609465318217e-02 -7.079059472819647647e-01 -2.640967452207215738e-01 6.428987266578560789e-01 4.223451076247798919e-01 -5.389388186984654938e-01 1.242311839954737263e+00 2.162273750977277975e-01 -1.703670282916682766e+00 -6.355810967193312733e-01 1.547223190332375209e+00 1.016425523834524114e+00 -1.297032032824551262e+00 -8.248588721658034473e-01 -1.435692993825513075e-01 1.131187132441847876e+00 4.220090836931577050e-01 -1.027309939259434923e+00 -6.748794903284279778e-01 8.611889508742475163e-01 -1.037372574973910888e+00 -1.805569117572914661e-01 1.422622685112090668e+00 5.307309842213795426e-01 -1.291984460509933319e+00 -8.487486408221632805e-01 1.083066975762867257e+00
1.000000000000000000e+00 1.743084386615497416e-01 -1.371244311677845884e+00 -5.123327024118510264e-01 1.244947845847684365e+00 8.192228674742034755e-01 -1.042999324243455428e+00 -1.759552954073021480e-01 -3.067093789849047181e-02 2.412774780581734280e-01 9.014890577633104252e-02 -2.190543132999291098e-01 -1.441484280007395979e-01 1.835194338340292719e-01 -1.370428462098531641e+00 -2.388770235450338175e-01 1.879192342876842892e+00 7.021146921389510576e-01 -1.706112387046938350e+00 -1.122685423513154923e+00 1.429356867789495000e+00 5.169701381863234246e-01 9.011350983333669962e-02 -7.088917426797546328e-01 -2.648642353899726687e-01 6.435984609302177750e-01 4.235188973318618211e-01 -5.391943832718398832e-01 1.241784566811572565e+00 2.164526686809411238e-01 -1.702790448581593230e+00 -6.362044194603700964e-01 1.545958669642007344e+00 1.017294783396650137e+00 -1.295183982707324599e+00 -8.259724802777395070e-01 -1.439757922599561313e-01 1.132609166640682341e+00 4.231778365494456851e-01 -1.028289175530003652e+00 -6.766630072055045408e-01 8.614812997493848101e-01 -1.036248178074944848e+00 -1.806249672373278214e-01 1.420950326073276315e+00 5.308986610338773948e-01 -1.290078452055122948e+00 -8.489106751496450221e-01 1.080813653564913990e+00
1.000000000000000000e+00 1.747166656915591088e-01 -1.371041482566033753e+00 -5.134817991256228620e-01 1.244161567028980508e+00 8.208938564081110778e-01 -1.041321769732898028e+00 -1.763830306196638997e-01 -3.081848417158799397e-02 2.418277427899108989e-01 9.057349961826108298e-02 -2.194462389872127717e-01 -1.447976000979354083e-01 1.836656239813304892e-01 -1.370213873083265810e+00 -2.393984833140271051e-01 1.878620415130721089e+00 7.035778692563983139e-01 -1.704768816377209228e+00 -1.124797218173596791e+00 1.426836473337453892e+00 5.181725990925863945e-01 9.053740735253798522e-02 -7.104341348786279431e-01 -2.660835124115553674e-01 6.446827037991876841e-01 4.253811632287571309e-01 -5.395679148857068785e-01 1.240953218059646757e+00 2.168124348524063938e-01 -1.701399715909865273e+00 -6.371990819814007390e-01 1.543951635150554447e+00 1.018679511851704245e+00 -1.292242984982900245e+00 -8.277159016953931081e-01 -1.446215917648734361e-01 1.134829945124847361e+00 4.250334621928812950e-01 -1.029801101683660125e+00 -6.794907752297912884e-01 8.618946631764544675e-01 -1.034476371215482748e+00 -1.807343498769395929e-01 1.418312950830427299e+00 5.311681423155057979e-01 -1.287067114725820138e+00 -8.491710805340747514e-01 1.077247031508707265e+00
1.000000000000000000e+00 1.753336174571459849e-01 -1.370732535017343601e+00 -5.152166124542318926e-01 1.242964522966010232e+00 8.234105350454005157e-01 -1.038770072937443611e+00 -1.770182654486196494e-01 -3.104124673184542951e-02 2.426427015789889285e-01 9.121398591928875366e-02 -2.200196958534146874e-01 -1.457750175909808821e-01 1.838647976119894001e-01 -1.369892663707434677e+00 -2.401862226700158254e-01 1.877757449036129955e+00 7.057857934069791117e-01 -1.702731877539632066e+00 -1.127975826832771311e+00 1.423011810440977243e+00 5.199564773900582360e-01 9.117707033218841461e-02 -7.127156580722018298e-01 -2.679217775008779778e-01 6.462657442713368727e-01 4.281834699521902543e-01 -5.400689331271005811e-01 1.239709455575710884e+00 2.173549450762832236e-01 -1.699313978550851534e+00 -6.386969693327810838e-01 1.540929961850428187e+00 1.020757974237708199e+00 -1.287805258345463777e+00 -8.302959293349085890e-01 -1.455950317391601634e-01 1.138105533985116935e+00 4.278279474580936603e-01 -1.031996954707582681e+00 -6.837407592149333802e-01 8.624195450756440007e-01 -1.031827996216035270e+00 -1.808975243489764351e-01 1.414368498932489171e+00 5.315681986041060902e-01 -1.282557734853048803e+00 -8.495501966310141650e-01 1.071900580489989707e+00
1.000000000000000000e+00 1.762208702115221071e-01 -1.370283115710013266e+00 -5.177076015950908827e-01 1.241224536477107288e+00 8.270112285468139701e-01 -1.035065884736978470e+00 -1.779173877046639207e-01 -3.136268900532854231e-02 2.437921871097029070e-01 9.213708823625609001e-02 -2.208160420525873691e-01 -1.471800774726766958e-01 1.841149262596888658e-01 -1.369432849528759100e+00 -2.413175948149729466e-01 1.876513258701334896e+00 7.089515980809290019e-01 -1.699783517816420675e+00 -1.132515787572555332e+00 1.417474234998194804e+00 5.224774432498872079e-01 9.209929712537751056e-02 -7.159279752549364551e-01 -2.705688372622729876e-01 6.484574324245188093e-01 4.322080666590826792e-01 -5.406827210493658775e-01 1.237930366088848322e+00 2.181296064765003706e-01 -1.696324936710993603e+00 -6.408310078542587274e-01 1.536587722714535253e+00 1.023702752485822209e+00 -1.281420811837554297e+00 -8.339287795423128147e-01 -1.469958793996923030e-01 1.142698255996895007e+00 4.318442780694181637e-01 -1.035014357054508283e+00 -6.898320829933523024e-01 8.630040043627327240e-01 -1.028044762206551388e+00 -1.811213239597267710e-01 1.408733354337387667e+00 5.321096617785516791e-01 -1.276115616103507433e+00 -8.500352762797214190e-01 1.064267094141438719e+00
1.000000000000000000e+00 1.774428346247317323e-01 -1.369654312419142927e+00 -5.211306977090284231e-01 1.238792697146831712e+00 8.319339181799557670e-01 -1.029898591185579138e+00 -1.791383902538226658e-01 -3.180919085814801900e-02 2.453462540692745719e-01 9.341724453022659524e-02 -2.218711595577652906e-01 -1.491217585281122138e-01 1.844004293928398486e-01 -1.368798760357307964e+00 -2.428720102962923233e-01 1.874787005617665869e+00 7.132907398799267495e-01 -1.695680663752349826e+00 -1.138703522930475165e+00 1.409772313544083833e+00 5.258933612628393650e-01 9.337865657405085285e-02 -7.202601394491066067e-01 -2.742348753233854741e-01 6.513491418326899929e-01 4.377618831040267500e-01 -5.413537020154893797e-01 1.235479637075726611e+00 2.191824526838374587e-01 -1.692202753936279169e+00 -6.437214059221219031e-01 1.530591149983317356e+00 1.027657233313348906e+00 -1.272605900385918698e+00 -8.388261765795361757e-01 -1.489337562906523083e-01 1.148855931344725079e+00 4.373906577446906030e-01 -1.038953899368711520e+00 -6.982121796975127026e-01 8.635276378380142281e-01 -1.022843036783260606e+00 -1.814015041253614346e-01 1.400989691059135511e+00 5.327694175947241817e-01 -1.267277441529184534e+00 -8.505549999933890160e-01 1.053822241686190875e+00
