7.499875001041662603e-01 5.024999583335416631e-01 0.000000000000000000e+00
7.499500016666444946e-01 5.049996666733332917e-01 0.000000000000000000e+00
7.498875084372469413e-01 5.074988750506239654e-01 0.000000000000000000e+00
7.498000266652444790e-01 5.099973335466585489e-01 0.000000000000000000e+00
7.496875650987415707e-01 5.124947923176695896e-01 0.000000000000000000e+00
7.495501349838010752e-01 5.149910016198611107e-01 0.000000000000000000e+00
7.493877500633199240e-01 5.174857118343831885e-01 0.000000000000000000e+00
7.492004265756548875e-01 5.199786734922932085e-01 0.000000000000000000e+00
7.489881832529985406e-01 5.224696372995027982e-01 0.000000000000000000e+00
7.487510413195064274e-01 5.249583541617069971e-01 0.000000000000000000e+00
7.484890244891742039e-01 5.274445752092936646e-01 0.000000000000000000e+00
7.482021589634665348e-01 5.299280518222297953e-01 0.000000000000000000e+00
7.478904734286970779e-01 5.324085356549237424e-01 0.000000000000000000e+00
7.475539990531592238e-01 5.348857786610591303e-01 0.000000000000000000e+00
7.471927694840105882e-01 5.373595331183997903e-01 0.000000000000000000e+00
7.468068208439067046e-01 5.398295516535615013e-01 0.000000000000000000e+00
7.463961917273901348e-01 5.422955872667489796e-01 0.000000000000000000e+00
7.459609231970303345e-01 5.447573933564560100e-01 0.000000000000000000e+00
7.455010587793176047e-01 5.472147237441251644e-01 0.000000000000000000e+00
7.450166444603103511e-01 5.496673326987653319e-01 0.000000000000000000e+00
7.445077286810370953e-01 5.521149749615249513e-01 0.000000000000000000e+00
7.439743623326513511e-01 5.545574057702173931e-01 0.000000000000000000e+00
7.434165987513436935e-01 5.569943808837971577e-01 0.000000000000000000e+00
7.428344937130073600e-01 5.594256566067836722e-01 0.000000000000000000e+00
7.422281054276611556e-01 5.618509898136307967e-01 0.000000000000000000e+00
7.415974945336283319e-01 5.642701379730388211e-01 0.000000000000000000e+00
7.409427240914726598e-01 5.666828591722078423e-01 0.000000000000000000e+00
7.402638595776926955e-01 5.690889121410285245e-01 0.000000000000000000e+00
7.395609688781742408e-01 5.714880562762089111e-01 0.000000000000000000e+00
7.388341222814014397e-01 5.738800516653349559e-01 0.000000000000000000e+00
7.380833924714282901e-01 5.762646591108608884e-01 0.000000000000000000e+00
7.373088545206102351e-01 5.786416401540295240e-01 0.000000000000000000e+00
7.365105858820967244e-01 5.810107570987170789e-01 0.000000000000000000e+00
7.356886663820865202e-01 5.833717730352036002e-01 0.000000000000000000e+00
7.348431782118447497e-01 5.857244518638629049e-01 0.000000000000000000e+00
7.339742059194837021e-01 5.880685583187725829e-01 0.000000000000000000e+00
7.330818364015085908e-01 5.904038579912405105e-01 0.000000000000000000e+00
7.321661588941275056e-01 5.927301173532457668e-01 0.000000000000000000e+00
7.312272649643282163e-01 5.950471037807903985e-01 0.000000000000000000e+00
7.302652485007212757e-01 5.973545855771627000e-01 0.000000000000000000e+00
7.292802057041511965e-01 5.996523319961057918e-01 0.000000000000000000e+00
7.282722350780770348e-01 6.019401132648926067e-01 0.000000000000000000e+00
7.272414374187212704e-01 6.042177006073027323e-01 0.000000000000000000e+00
7.261879158049908689e-01 6.064848662664998891e-01 0.000000000000000000e+00
7.251117755881691940e-01 6.087413835278076002e-01 0.000000000000000000e+00
7.240131243813813233e-01 6.109870267413799461e-01 0.000000000000000000e+00
7.228920720488322127e-01 6.132215713447670691e-01 0.000000000000000000e+00
7.217487306948210390e-01 6.154447938853706557e-01 0.000000000000000000e+00
7.205832146525303905e-01 6.176564720427895061e-01 0.000000000000000000e+00
7.193956404725931897e-01 6.198563846510507513e-01 0.000000000000000000e+00
7.181861269114377944e-01 6.220443117207268280e-01 0.000000000000000000e+00
7.169547949194124969e-01 6.242200344609341034e-01 0.000000000000000000e+00
7.157017676286903107e-01 6.263833353012117078e-01 0.000000000000000000e+00
7.144271703409560414e-01 6.285339979132782418e-01 0.000000000000000000e+00
7.131311305148764212e-01 6.306718072326646940e-01 0.000000000000000000e+00
7.118137777533540822e-01 6.327965494802207935e-01 0.000000000000000000e+00
7.104752437905672569e-01 6.349080121834922430e-01 0.000000000000000000e+00
7.091156624787967599e-01 6.370059841979682780e-01 0.000000000000000000e+00
7.077351697750409176e-01 6.390902557281958885e-01 0.000000000000000000e+00
7.063339037274196652e-01 6.411606183487587041e-01 0.000000000000000000e+00
7.049120044613699232e-01 6.432168650251202102e-01 0.000000000000000000e+00
7.034696141656335833e-01 6.452587901343261878e-01 0.000000000000000000e+00
7.020068770780381051e-01 6.472861894855672649e-01 0.000000000000000000e+00
7.005239394710732759e-01 6.492988603405979164e-01 0.000000000000000000e+00
6.990209496372640219e-01 6.512966014340098031e-01 0.000000000000000000e+00
6.974980578743413817e-01 6.532792129933583380e-01 0.000000000000000000e+00
6.959554164702124179e-01 6.552464967591398182e-01 0.000000000000000000e+00
6.943931796877320650e-01 6.571982560046170097e-01 0.000000000000000000e+00
6.928115037492768025e-01 6.591342955554918559e-01 0.000000000000000000e+00
6.912105468211222625e-01 6.610544218094226432e-01 0.000000000000000000e+00
6.895904689976272151e-01 6.629584427553839587e-01 0.000000000000000000e+00
6.879514322852239294e-01 6.648461679928681090e-01 0.000000000000000000e+00
6.862936005862176891e-01 6.667174087509243341e-01 0.000000000000000000e+00
6.846171396823971245e-01 6.685719779070360413e-01 0.000000000000000000e+00
6.829222172184553630e-01 6.704096900058333919e-01 0.000000000000000000e+00
6.812090026852264391e-01 6.722303612776376891e-01 0.000000000000000000e+00
6.794776674027360741e-01 6.740338096568390114e-01 0.000000000000000000e+00
6.777283845030694920e-01 6.758198548001023154e-01 0.000000000000000000e+00
6.759613289130592673e-01 6.775883181044017878e-01 0.000000000000000000e+00
6.741766773367915411e-01 6.793390227248804480e-01 0.000000000000000000e+00
6.723746082379369327e-01 6.810717935925354460e-01 0.000000000000000000e+00
6.705553018219035932e-01 6.827864574317237256e-01 0.000000000000000000e+00
