2.000000000000000111e-01 2.999999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000001182186591786e-01 2.999999414363715422e-01 4.500434398442521369e-03 0.000000000000000000e+00 4.231430716362756983e-05 2.096182937010516360e-05 9.457492732475310821e-06 -4.685090274919778170e-06 1.800173758131019819e-01 0.000000000000000000e+00 1.692572286545102793e-03 8.384731748042065442e-04
2.000024217158117290e-01 2.999994323566675947e-01 1.805708974308270834e-02 1.390798318909300377e-06 3.568827511791403638e-04 -4.868739585507604389e-05 1.179524000656363112e-04 -7.868837978548072948e-06 3.622488308244051769e-01 5.563193275637200831e-05 1.089016547407540940e-02 -3.624442183811455494e-03
2.000167317241486886e-01 3.000006036313337399e-01 4.028206883562517743e-02 3.916536473663781777e-06 7.534738984436978575e-04 -1.486633368300353765e-04 4.977425085100479997e-04 6.563415935500330266e-05 5.267503077641007003e-01 4.539759343380724092e-05 4.973480416506892085e-03 -3.745954551869169410e-04
2.000544923814554787e-01 3.000064490869347456e-01 6.962307955222993283e-02 5.739954355629813690e-06 1.043649126588996889e-03 -2.455604416010176080e-04 1.042215787352649640e-03 1.780459158211215962e-04 6.468900924198568436e-01 2.753912184483402542e-05 6.633528709305068320e-03 -3.501288735652372756e-03
2.001240611619413690e-01 3.000200620054855327e-01 1.046370238664575680e-01 6.227043140319250161e-06 1.465112348147314548e-03 -4.899270261551681195e-04 1.782490341379935894e-03 3.907969350233220641e-04 7.536676185759190183e-01 -8.055570457256580136e-06 1.022500015302763368e-02 -6.273374646513649872e-03
2.002370340269422344e-01 3.000482762811939597e-01 1.446313388625558305e-01 4.881747615562094266e-06 1.981757245557499904e-03 -8.079649363105932854e-04 2.786619396579623036e-03 7.686735508094636772e-04 8.461048747076526100e-01 -4.575625053302963870e-05 1.044079574337977712e-02 -6.448141759703353293e-03
2.004072918363145883e-01 3.000996983894436143e-01 1.889481610111853338e-01 1.112908077303385116e-06 2.569035674693108135e-03 -1.097291898990853569e-03 4.079578883607994436e-03 1.315742699383712355e-03 9.265678578469243032e-01 -1.049973309973187036e-04 1.305034142204455558e-02 -5.124936747507056328e-03
2.006503311610732809e-01 3.001815685441107107e-01 2.369592415872476820e-01 -8.174076854243020012e-06 3.308212572709210830e-03 -1.177102096316109785e-03 5.710714800680902203e-03 1.966480524711218970e-03 9.938751548158279991e-01 -2.664820662645374914e-04 1.651673449859954526e-02 1.932528854496805976e-03
2.009850277184354606e-01 3.002951701033698684e-01 2.880336969303755046e-01 -2.400176173731317594e-05 4.252844775414182932e-03 -9.301029061135541228e-04 7.763067378679747513e-03 2.555109147911268155e-03 1.049102757759791782e+00 -3.666253290582686237e-04 2.126855360959931801e-02 7.947438753605422235e-03
2.014350920455365290e-01 3.004331440501819550e-01 3.415770523798036806e-01 -4.468485070401220620e-05 5.495666278227253482e-03 -3.399959664923729499e-04 1.035012217038186466e-02 2.911313040886816077e-03 1.092630954392092901e+00 -4.606982296096923156e-04 2.844430650292348317e-02 1.565683883124182468e-02
2.020281135926779714e-01 3.005799883442875076e-01 3.964884182389909473e-01 -4.566184432667642749e-05 7.224101220630729965e-03 3.037082341173786681e-04 1.351526084844995208e-02 2.908627076573397797e-03 1.103822761786547924e+00 4.216184847031234639e-04 4.069309119321555535e-02 1.009132919314824003e-02
2.027955907465133212e-01 3.007197357565499773e-01 4.510356792103731305e-01 -1.826568573705408699e-05 9.206258430469994869e-03 9.102940240631734060e-04 1.733735735020583771e-02 2.634295863716772188e-03 1.078066387223698408e+00 6.742278588817700747e-04 3.859319720035499918e-02 1.417210240468354601e-02
