1.000000000000000000e+00 -1.219363850278024769e-02 -1.495489626257855698e-01 8.275617068201590295e-04 4.081732776000809165e-02 6.151867078891668644e-02 -6.542213272556696158e-02 -5.402896063807417076e-02 2.193566690553755763e-02
1.000000000000000000e+00 4.964127871833316080e-02 7.303618325461684602e-02 3.105870613553346135e-02 -1.397674011541378755e-03 -5.844056413653895242e-03 1.019602680340037232e-01 1.192201740656593789e-01 4.142831975264829603e-02
1.000000000000000000e+00 -5.939670390469917877e-02 4.476720285975242103e-02 3.123342548416049164e-02 -1.333283164216580129e-02 8.190413568854894300e-03 4.940773450888179957e-02 -8.232427572004265282e-02 -2.669983483692431672e-02
1.000000000000000000e+00 1.097717013638496719e-01 -7.980351160035645264e-02 5.826618313616032524e-02 -3.464680800080083972e-02 7.800189844501648206e-02 4.652469890074052705e-02 -2.485588527891364335e-02 -3.843879912470237609e-02
1.000000000000000000e+00 -7.784924211934536598e-02 -7.508342523115890677e-02 1.384784953400496760e-02 5.394282779557377228e-02 -2.175289760152787286e-02 2.804261844870633777e-02 -1.050620825292625377e-01 -4.049727568341747463e-02
1.000000000000000000e+00 9.168857067406376016e-02 -1.035864397262406394e-01 -2.448359262215115198e-02 2.591371046304128192e-02 9.349387476604402447e-02 9.735044057169367493e-02 -7.080782065165382166e-02 1.192567951172224250e-01
1.000000000000000000e+00 -1.898585227843965217e-01 -3.353383937629515060e-02 5.793678788063619245e-02 2.574793580880880076e-02 1.093713175377575425e-01 -4.985381878117202403e-02 1.734983105111064794e-01 2.897335188977819692e-02
1.000000000000000000e+00 -5.120686408847752863e-02 2.521839976535211639e-04 6.257505306357659391e-02 1.095091030593314946e-01 8.755455936773294534e-02 8.491628024536268613e-04 -6.425739628359369848e-02 -4.037240556567796984e-02
1.000000000000000000e+00 7.114163592328859309e-03 3.128813148554720341e-02 -8.875601502021628064e-02 -9.522963332510453460e-02 1.312306470063354935e-01 5.181665751411479491e-04 6.925492294095757229e-02 4.983221134131153585e-02
1.000000000000000000e+00 3.979853999152906802e-02 -5.276504736546133723e-02 -4.165604583624427787e-02 -4.398961295609753533e-03 1.001618092457104252e-02 1.197635752782135327e-01 -2.858741381998521069e-02 -2.254800431440863104e-02
1.000000000000000000e+00 -3.155990792862603533e-02 1.956987446943705272e-02 -2.338541385895799921e-02 8.986476668027154613e-02 -7.812110374565810200e-02 2.843456269241672121e-02 -6.549433858907130479e-02 -2.719603654178600477e-02
1.000000000000000000e+00 6.884171446674751393e-02 1.272452299005689957e-01 -8.908893507475607043e-02 1.622490331439845274e-03 5.719536819736781991e-02 -8.871318181836530814e-02 -1.855733541870978678e-02 5.233361068170747088e-02
1.000000000000000000e+00 -3.912685339562366194e-02 -4.581267155205371450e-02 -7.236832172827888099e-02 7.354887613097069177e-02 1.201977979830401444e-01 3.576462894186613339e-02 -8.601364765817805236e-02 -8.592052495161141279e-02
1.000000000000000000e+00 -9.141628727784870123e-02 1.030199176669457928e-01 1.443328991974373587e-01 4.053117698148174519e-02 -6.909805386503231617e-02 3.276189406656219993e-02 -1.126538241600452163e-03 -5.751506275095605997e-03
1.000000000000000000e+00 9.766897514680757120e-02 2.759990489068983588e-02 3.669501660001803917e-02 2.225447321402138773e-02 2.350121510680471676e-02 -1.880211572523409966e-02 3.416361168922339361e-03 1.272317550210467219e-01
1.000000000000000000e+00 -2.589556690871394617e-02 3.644365870783652928e-02 -4.452323632805652021e-02 -5.552677103869250314e-02 1.372340456062319872e-02 4.989772023319263144e-02 6.923848005923885496e-02 2.568017959728525687e-02
1.000000000000000000e+00 1.452051046224187535e-02 1.511665348931939268e-01 1.162481860000387779e-01 -1.417134175433049266e-02 -2.128652895653018740e-02 -6.460037812400251656e-02 -7.156416565048268064e-02 6.891137405656932828e-03
1.000000000000000000e+00 -8.903100796122297156e-02 3.710560513561490109e-02 1.102537893244649736e-02 -1.186793676188001162e-01 -3.879217286019184113e-02 -8.357278574876544908e-03 -2.511569422440390956e-02 -3.052797492780977631e-02
