5.005654398898824464e-01 5.009837368020437776e-01
5.012176743015243074e-01 5.017300809551407115e-01
5.013809480625264214e-01 5.032463906909668827e-01
5.017536666919625299e-01 5.041988916358056683e-01
5.012268624872100453e-01 5.058239157542708808e-01
5.018871636010213688e-01 5.069097074829980176e-01
5.019666606420204458e-01 5.068078329961143158e-01
5.026060277272402788e-01 5.069683410674564739e-01
5.032610495092427749e-01 5.072146258479847125e-01
5.036040098826166655e-01 5.073062505135174094e-01
5.033236674842529457e-01 5.074938052032706981e-01
5.037423867306113356e-01 5.074669972348556657e-01
5.043477184197812102e-01 5.075921835069694410e-01
7.293991217527386883e-01 3.129320759079503578e-01
8.761075395631274798e-01 5.028125969284059638e-01
7.847377262542657439e-01 4.951966797554095412e-01
7.507934233316325701e-01 5.127710128303158976e-01
7.215447818667066748e-01 5.210455230006731941e-01
7.049646403480127610e-01 5.133860711151690959e-01
6.928488014109938087e-01 4.993887014078200459e-01
6.731791145791594655e-01 4.881828242410339302e-01
6.520393304174557647e-01 4.821676388812989322e-01
6.336425276541548524e-01 4.771977123791109610e-01
6.125530843006270487e-01 4.693799718887968764e-01
5.962907883191334024e-01 4.576789533268574295e-01
6.989296078771619625e-01 -4.393575101568990560e-01
5.699588017168750742e-01 -1.131885922207526707e-01
4.946521990315114747e-01 1.672023381496118843e-01
4.957713616062179307e-01 1.677989270611495165e-01
4.961909337706926215e-01 1.689064250254238009e-01
4.967943548080785421e-01 1.691013004239659834e-01
4.977212922810369533e-01 1.697262827794722428e-01
4.985069536937707380e-01 1.703301874909495528e-01
4.996683740220653758e-01 1.710682755141519906e-01
5.000203027170689873e-01 1.717823301267447644e-01
5.010272217507554249e-01 1.723247985804256532e-01
5.011103914071067811e-01 1.735884802338789057e-01
5.020338225789243713e-01 1.732384182292430463e-01
5.027003046230997807e-01 1.735426353217304207e-01
5.030346663274172236e-01 1.743467518459392851e-01
5.027117516132958430e-01 1.747889871046159893e-01
5.035349059257867577e-01 1.745845047278649087e-01
5.048666140190375407e-01 1.749874792647104771e-01
5.063600844167273074e-01 1.752302491850195598e-01
5.066719512237933820e-01 1.763082440104305759e-01
5.071330151101837158e-01 1.767571004084114439e-01
5.082212591999617501e-01 1.768535167308359912e-01
5.087034394974203622e-01 1.777675781536674493e-01
5.092453334349156258e-01 1.780813280375716512e-01
5.098547284923169443e-01 1.793467451676371560e-01
5.097000732963767877e-01 1.790126405319809044e-01
5.106109821146915806e-01 1.786684211903248054e-01
5.103668756343132662e-01 1.797799307673241254e-01
5.110819406761853978e-01 1.794011504140742286e-01
5.117315534809357969e-01 1.801932261093410759e-01
5.116466041487515160e-01 1.797327973356160902e-01
5.127691769099002039e-01 1.802034927198777892e-01
5.136404151570517218e-01 1.796372052748670956e-01
5.147207063608686406e-01 1.797431952605206273e-01
5.145675700563209221e-01 1.795470214045827573e-01
5.150467980339585861e-01 1.801655699782821474e-01
5.148780426819398182e-01 1.806201794406553929e-01
5.152785869341538483e-01 1.808321003293396900e-01
5.151553965607085228e-01 1.807855091059899222e-01
5.154755312296679381e-01 1.810762508094554135e-01
5.162789976878592313e-01 1.818533837835760725e-01
5.167369026795120002e-01 1.815225650140286640e-01
5.168103007218936007e-01 1.826033133153789623e-01
5.174610044651286600e-01 1.831581149355533122e-01
5.184724474809597750e-01 1.839313421141286764e-01
5.183845380139678882e-01 1.850455306844192294e-01
5.196157238691624380e-01 1.857489395055852421e-01
5.195551167978174067e-01 1.863739458376973135e-01
5.196723345412628259e-01 1.869296218042425239e-01
5.195819601837330381e-01 1.872938640126057264e-01
5.195039851543912235e-01 1.872738219974119378e-01
5.202261809811978832e-01 1.870492220277726880e-01
5.207349827625697980e-01 1.873948687171522465e-01
5.210201055129459746e-01 1.876854098940965443e-01
5.221389707070199782e-01 1.883895904343216854e-01
5.231260513293923831e-01 1.892525935317398156e-01
5.239410020741291918e-01 1.886312894413592345e-01
5.248169811079351765e-01 1.895185067861532568e-01
5.249150190011055983e-01 1.900953192089002430e-01
5.250913665256176088e-01 1.898985999400015778e-01
5.249158152503689001e-01 1.907065383180193419e-01
5.254482986973051384e-01 1.910480540331984944e-01
5.256944904917335570e-01 1.915836817970613670e-01
