1.000000000000000000e+00 -5.809186364744323150e-02 -7.729666946012360151e-01 2.600793046415129650e-01 -7.395007268237556441e-02 1.054421400227947489e-02 4.142666871873486312e-02 -3.313553091743997592e-01 2.443449721985324272e-02 3.201614629539684120e-02 -5.229703659040854657e-02 -1.934585335374833681e+00 -1.110320981709773891e+00 1.103431457367667345e+00 -8.184574473171103703e-02 -1.040571363758983070e+00
1.000000000000000000e+00 4.278246888652929153e-02 -1.343684966564057559e+00 -1.767821385474723561e+00 1.778465596637759161e+00 8.543622384898834007e-03 -1.701877487466379457e-01 -1.033656486931035623e+00 -8.845550618946257382e-01 -1.179276303068437448e+00 6.525212020136438307e-01 1.081455887027206603e-01 -1.834189398802742454e+00 -3.508908927995892379e-01 7.780353773788616090e-02 2.142601283126252643e+00
1.000000000000000000e+00 5.252763964662574697e-02 -1.657167693341315279e-02 -2.632543100071133679e+01 2.393684817946470089e-01 2.252612953980840105e-01 -1.848646886711284298e-01 -1.158942064911822403e-02 -1.346359888576281305e+00 -5.867303666030827536e-01 3.765818332456051798e-01 9.650811685619691688e-03 -5.932030103040043523e-01 -3.840088828709864455e-01 5.712096155117803997e-01 2.803996688665753023e-01
1.000000000000000000e+00 4.593467613568360974e+00 -1.716589163682893826e+00 -6.782545454429411258e+00 5.004684528807180621e-01 3.998573797581254641e-01 -1.484591734583202705e+00 -7.667688056578579880e-01 -3.059792181779824372e+00 -4.737572905658771760e-01 3.161909933239313020e+01 4.193601604821616746e+01 -1.398665565015641876e+00 -9.476944639270006299e-01 2.567292659039156533e+01 9.195425096313089242e+00
1.000000000000000000e+00 4.579552242184877636e-02 -2.513821207534666646e-01 -7.483306951106106775e-01 6.044576613819166444e-02 7.480498427198686850e-02 -3.033939728182439288e-01 -1.971264023728410419e-01 -1.127594160305313453e+00 -1.298828980484245110e-01 7.681465689790563101e-01 3.344831506514248654e-01 -7.309897429341185582e-01 -1.029739998081955071e-01 1.148745356152107044e+00 2.062540045609208561e-01
1.000000000000000000e+00 3.662859824674997156e-01 -5.511417155164949344e-01 -3.518150552090863470e-01 1.708015944218063131e-01 1.498638483370681555e-02 -1.473783884867531646e-01 -5.027266000132950552e-01 -2.556821082516090859e-01 -8.697450216021181124e-02 8.068221368786598902e-01 8.686685199562702575e-01 -5.746993341011955581e-01 -3.048011273461397330e-01 2.722348257856561093e-01 2.224759104396227261e-01
1.000000000000000000e+00 5.339784992492579985e-02 -4.659734004238502147e-01 -6.069373962873854111e-01 1.442885906256858863e-01 7.810319228107004408e-02 -4.074223744692802573e-01 -2.005873799589587975e-02 -3.576563552770553600e-01 -8.522208360592198328e-02 2.662636517529885505e-01 6.728472262895739409e-01 -6.003487956991434560e-01 -1.324451017017628240e-01 3.755401432540946688e-02 1.132619235517903000e+00
1.000000000000000000e+00 2.937372292573435240e-01 -1.537811773112515601e+00 -3.930730986997139076e-01 1.060086999320257184e-01 2.462958070828570878e-01 -4.209867903450006388e-01 -2.674975362858014183e-01 -6.894040371382801347e-01 -3.451025847151195647e-01 1.775525077766760607e+00 4.452892565000011182e-01 -1.951137392206474752e+00 -1.204117190398690918e+00 1.066865493749188820e+00 7.609180044706247426e-01
1.000000000000000000e+00 1.042876761286348070e-01 -5.696960295372236471e-01 -2.412911439201233799e-01 1.707656304028166705e-01 5.215495792836644107e-02 -1.692358167751964459e-01 -8.268548253810510673e-02 -4.504634047124153606e-01 -1.101252254069255282e-01 5.413000724451246803e-01 1.631746395578758779e+00 -3.266485064573269037e-01 -1.182002118959788184e-01 6.887844137351453178e-01 3.553564728707053755e-01
1.000000000000000000e+00 8.027515842281125469e-01 -6.694474667218540676e-01 -9.397987521141009104e-01 3.349836358283413973e-01 6.097457230618152230e-02 -3.823030408376149047e-01 -1.419819465558137539e-01 -1.662303405314120353e+00 -3.268466795358485610e-01 7.427899305076544056e-01 9.499532996209382185e-01 -8.160576469306501934e-01 -1.584807850740021229e-01 3.872679111213064296e-01 5.062029154922974561e-01
1.000000000000000000e+00 1.314004793620727973e+00 -2.272964918322965655e+00 -6.434548040607053210e-01 1.617805296060660092e-01 1.765502481070696794e-01 -2.325925646231344623e-01 -6.695369990574924213e-01 -2.579001656361049388e+00 -6.902674829002114487e-01 1.552908848421623578e+00 2.915770629212374176e-01 -1.918720604030619725e+00 -4.531665882884131635e-01 2.129468733836658245e+00 6.472145568698034479e-01
1.000000000000000000e+00 3.683953364069379455e-01 -1.505047795088639173e+00 -5.443331418442010072e-01 6.889552562598808549e-01 1.437710100031283633e-01 -9.253495123706122483e-01 -6.531283141648241974e-01 -2.005754145817374212e+00 -9.954093843869436797e-02 9.751488130496740458e-01 1.015522722394734956e+00 -1.130460102129534850e+00 -1.633033404950924583e-01 1.112071865973691231e+00 2.470586626051640700e+00
1.000000000000000000e+00 5.617622751913127210e-01 -9.818272899616350413e-01 -3.334732885018100723e-01 2.677777017534272996e-01 8.907776592294225360e-02 -2.789403345203531059e-01 -3.723908673334633268e-01 -1.129767574412858355e+00 -1.640566657172976284e-01 7.243781960018159660e-01 1.041650775172919374e+00 -1.058085977358424135e+00 -1.246048747809456181e-01 9.559600274763514483e-01 1.919039151823586364e-01
