1.000000000000000000e+00 -6.575597781041912782e-02 -1.155425457259547269e-02 -8.480030287287934621e-02 1.495475197600079284e-02 7.861196683823495901e-02 -3.154915736889466610e-02 2.208051741578939686e-02 -1.384937732632804119e-01 -1.024834005883570702e-02 7.029740791580757486e-02 -9.978752571732218014e-04 1.994220340628738777e-02 -1.420580087943001391e-01 -1.749419917361314664e-02 -1.514614074597446791e-01 2.105547844979088062e-02 -6.837147354623746009e-02 -8.196117390337498421e-02 6.848938022247719193e-02 -6.895708314319326515e-02 -4.553831812314484973e-02 6.861643861031574421e-02 8.377571280958182043e-02 -6.212077634238050150e-02
1.000000000000000000e+00 8.892009973963790892e-02 -7.368558909921672784e-02 5.325430828674337230e-02 -7.181959425307604672e-02 -4.522681048049195449e-03 -7.832821420216021235e-02 3.782025006391293714e-02 1.280626725245910535e-01 -3.873197297283129115e-02 -1.479615843048458571e-02 2.190669293386790506e-02 -4.601915642523803779e-02 1.594851357992631280e-02 -9.868051088248411262e-03 -5.122140024645124856e-02 -6.899474923755502531e-02 7.734569105102670483e-02 -8.678329935097021941e-02 3.688903289768373506e-02 -3.492806666159536944e-02 -4.439004070789201450e-02 -1.594833846789108986e-02 -9.221462867040002009e-02 9.315810805441344586e-03
1.000000000000000000e+00 -5.447990319417467253e-02 -6.519425533397565919e-02 -3.435967166279734614e-02 5.351783634319402273e-03 -1.202602540023517685e-01 9.664798666940133814e-03 7.682567563412334710e-02 -1.291964590708181981e-02 -1.936328267597218350e-02 7.572140669178781258e-02 -1.003194069532809957e-01 -1.027399918298031040e-01 -3.721004492579314121e-02 -1.498507827540411785e-01 -1.100802010334162168e-01 9.707685399830463802e-02 -4.433255219184594614e-02 -8.364846159354739907e-03 -8.864745666224127778e-04 -1.767098164413270084e-02 -1.299246979444377004e-01 -3.703242496124907468e-02 -2.282458299768753973e-02 -1.095900125394095844e-03
1.000000000000000000e+00 4.524807736954721687e-03 -1.176251915335855235e-02 6.245784055832612203e-02 2.388844913619629987e-02 -2.567951852989361697e-02 1.098754776524956678e-01 9.654967612468688676e-02 -1.233090248034704288e-02 1.738669249748259161e-03 -5.113663904359167650e-02 -1.118031231757306565e-01 8.447983339313001883e-02 -7.935607166122057854e-02 3.286395298338806725e-02 -6.098856023891740391e-02 -6.525723118175418003e-02 4.950309492507290465e-02 -9.526747157827135382e-02 5.213621414786828029e-02 3.801713341739445390e-02 1.946432321289675096e-02 -6.411305830290896235e-02 -1.842373234471033835e-02 4.983616558287499304e-02
1.000000000000000000e+00 3.545933851858447394e-02 -1.810553965367134657e-02 -5.059515509207562073e-03 4.999272733672057920e-03 -5.141118675040226571e-02 9.051327263361365338e-02 4.262899751347989930e-02 -5.898590141765016476e-02 2.373025701670713333e-02 -1.317651898061198146e-01 1.413985035133908941e-01 -2.386003073557046647e-02 8.561623194635263612e-02 8.042448324163935236e-02 -6.061810506906185891e-02 7.660368820730152628e-02 3.480371667665067836e-02 3.907079128901412568e-02 2.951119856857576870e-02 5.936333764084073678e-02 -4.707901915210381538e-02 7.909090303210558615e-02 1.702639916218269545e-02 5.277628022757870074e-02
1.000000000000000000e+00 3.995934685126404512e-02 6.892483261088640234e-02 -2.445308800711227734e-02 -6.846146072324602039e-02 3.631376354078081486e-02 -5.984224229438380588e-02 -6.937966080765008148e-02 5.840364836295803413e-02 1.404678240287651203e-01 1.232077215461860747e-01 2.484208994853834979e-02 1.731488663092544539e-02 -7.848933499380074397e-02 1.321268474385495495e-01 -5.511003575722301512e-02 8.008646992763969463e-02 9.988499405167751422e-02 -1.957521977618993381e-01 5.088701883103342871e-02 1.323886298037038611e-01 4.279528358640338564e-04 -6.032580918501406937e-03 4.034395811582637548e-02 7.887519336693492311e-02
1.000000000000000000e+00 -1.282803279101330050e-03 -6.625930961827021515e-02 -5.373641109086531309e-02 1.265788581376385835e-01 8.645621931966110396e-02 -8.449046547165783849e-02 -5.875483302783428285e-02 -7.906089190555824417e-03 -1.839756295415332504e-02 -1.980043930507806305e-02 1.246244208823167610e-01 -1.281500436687633970e-02 -1.048157361209537952e-01 1.295973731827836962e-02 -3.347823694170497244e-02 -6.912765809517942839e-02 5.324819976700120860e-02 9.561750029821551589e-02 -1.155066712425704134e-01 -4.128162645694218036e-03 9.012381300035787637e-05 2.249339763758415739e-02 -9.684997590295874037e-02 -1.535781362052838009e-02
1.000000000000000000e+00 -5.057535123951723000e-02 1.540342014924693179e-02 -2.756991845484641629e-02 7.732036467839614735e-02 -1.025401125325806906e-01 -1.274498629268998040e-01 -3.162827806739534897e-02 1.356224511401610544e-01 -7.678748835622713209e-02 1.159474199664077138e-01 -4.168757022314775046e-02 4.298094458197779244e-02 4.323984386069567448e-02 -7.636516157807619887e-02 6.527103600276298878e-02 -3.049715605801923968e-02 1.038255861397841262e-01 -4.301739045657877042e-02 -4.356867264258158096e-02 -1.956556804180290335e-02 7.442753040867418346e-02 -1.894671465628244150e-02 -5.940765875696973203e-02 4.812092245232033917e-03
1.000000000000000000e+00 -5.314817973889674613e-02 2.689591217723749303e-02 -4.262015991916241753e-02 1.308668295031454286e-02 4.445939825783978144e-02 7.652261102790366976e-02 2.733809512897749164e-02 5.195912657632375219e-03 -1.231424742517587406e-02 -2.819937042954982764e-02 4.101406568083214993e-02 -6.394408638789500499e-02 6.995927540498893260e-02 -6.862953705221684630e-02 7.939070342054144885e-03 8.958320433694573481e-02 1.750287096750635651e-02 1.000425107706860023e-01 -6.477056619517279623e-02 -6.412276518468294773e-02 2.968714353159034036e-02 5.653230059709433292e-02 8.093805447680399445e-02 -7.658962210209202537e-02
1.000000000000000000e+00 -1.192387228692989437e-01 1.315381376488994163e-02 -1.986409711437714387e-02 -8.255279219945872715e-02 6.427928304338326182e-02 9.236920453260687169e-02 -9.500574592694725762e-02 -1.181183690638703543e-01 5.776181602251613534e-02 -1.170400795648915138e-01 2.333087942828973582e-02 1.304392908770500570e-01 -9.438774295012247739e-02 -3.298658440319515717e-02 1.368279026570560775e-01 6.146298731232801432e-02 1.260147744952468396e-01 1.426125881228995640e-01 4.417372065470340226e-02 9.453712654536694515e-02 -7.058927703062545245e-02 6.359288337835568294e-02 1.039708659106890754e-01 -1.532942663510360702e-02
