1.341034752000000552e+00 0.000000000000000000e+00 -4.839357624127054586e-03 -2.716545824847740355e-03
1.304175457000000371e+00 0.000000000000000000e+00 -4.361779184747649994e-03 -2.448459889420010350e-03
1.326896755775767378e+00 4.742882337384319398e-04 -2.917810181672454359e-02 4.747912064041206470e-01
1.289538008594550256e+00 4.401535857510557176e-04 -2.608005299991491416e-02 4.158298127355640195e-01
1.278437251147038989e+00 1.671106992781659986e-02 2.046647686041967451e-01 3.133403536223587360e-01
1.249849387901105002e+00 5.045656370235343177e-03 5.839462273392785618e-02 3.227526771561065599e-01
1.240665631746945552e+00 7.695352708042848232e-03 6.758471906592111722e-02 2.512358402828099302e-01
1.192803070653620123e+00 -1.076756880748823073e-02 -2.796550236490628061e-01 -9.196599456023499264e-02
1.159088047359685403e+00 4.289076183348968993e-03 4.742252104233379839e-02 8.090530238185236755e-02
1.077491726270213279e+00 -3.775898017470122325e-03 -1.112188232309310187e-01 4.522032350329645289e-02
1.015016237156635581e+00 3.083004771659189104e-03 6.357846765497951469e-02 -1.284446322842189570e-01
1.046968751577403101e+00 3.630045098550280930e-04 3.036525610592206992e-03 -4.693880720658780148e-02
1.017342508779265353e+00 5.024616105162187096e-03 8.808098781710758940e-02 -2.250373318337388628e-01
1.039368786903963171e+00 2.410802962439460677e-03 3.646746352090182719e-03 -1.897268184562059257e-01
9.589922357485838322e-01 5.236091596867721056e-03 2.908245274425654697e-02 -3.864352269181238198e-01
9.699775434673508778e-01 4.866583928051446302e-03 2.249573224671722396e-02 -3.950209419761205876e-01
9.733505249476763765e-01 4.521763738545299394e-03 1.694522365046589180e-02 -3.940248785885189786e-01
9.697553707774830833e-01 4.200441062369822919e-03 1.234733563306071244e-02 -3.851652487952293979e-01
1.013641435512387501e+00 -1.584762140333963176e-03 6.751024486617759890e-02 -8.493451289321968245e-02
8.689689604814204715e-01 2.338967472499868614e-04 -1.388322092152428910e-03 -1.706840409464675523e-01
6.408823648286545716e-01 4.678508242903309071e-03 9.978262497717602098e-02 -3.439766777509294382e-01
7.334474640246642085e-01 -2.546146675157899206e-03 1.257578806454232589e-01 -2.613737921909960460e-01
7.672694795850535376e-01 1.631907921583120730e-03 -1.134589662552986100e-01 4.588223323508433538e-02
7.131595192684339057e-01 5.961151688152720174e-03 -2.540100010788049478e-01 8.030133738077703531e-02
6.701106163068882848e-01 -1.940832094150078332e-03 9.814829926099752355e-02 -2.244219371590393253e-02
6.339696333588226151e-01 -8.880209772238619424e-04 3.457765035709971929e-02 -5.766932735712930469e-02
6.338079982866485773e-01 6.285804980405829525e-04 -1.918346877571381337e-01 2.592185622203450890e-02
6.076255785773982954e-01 8.913849425961105962e-04 -1.225924922126165606e-01 8.695853996428042076e-02
