4.620513574965692261e-01 4.990142248594000018e-01
4.620506817323399296e-01 4.990143794534740440e-01
4.620408393101659295e-01 4.990166310970561292e-01
4.619998183208436360e-01 4.990260154396569114e-01
4.618940760779424726e-01 4.990502060279617402e-01
4.616810110210917140e-01 4.990989488350407455e-01
4.613061808866266711e-01 4.991846847967776890e-01
4.607059937847477471e-01 4.993217876826956392e-01
4.598145213726134162e-01 4.995249885880299057e-01
4.585651017316473288e-01 4.998100656469974257e-01
4.568857270426863737e-01 5.001959035649620189e-01
4.547109578429471277e-01 5.007025088599712515e-01
4.519896398511659141e-01 5.013497965758191288e-01
4.486882537227014356e-01 5.021562536361036111e-01
4.447900667513731698e-01 5.031412375059863828e-01
4.403290076998661040e-01 5.043146538805833856e-01
4.353397768487010655e-01 5.056925747336150634e-01
4.298141311050235336e-01 5.073133034238340722e-01
4.238052778440539736e-01 5.091899257032170834e-01
4.173641966340127518e-01 5.113349872857554379e-01
4.104955278475810876e-01 5.137861179198707218e-01
4.032174823111412953e-01 5.165757340078310778e-01
3.955617066953666106e-01 5.197305723322435123e-01
3.875683261676892144e-01 5.232767337085256765e-01
3.792905650921051808e-01 5.272363722495867489e-01
3.707985349601701230e-01 5.316233919241790673e-01
3.621721368501885641e-01 5.364540452233380607e-01
3.535044961404349984e-01 5.417426931052944372e-01
3.449031185582348558e-01 5.474946362700902069e-01
3.364736581155298167e-01 5.536816457188681317e-01
3.282617997558067713e-01 5.601885605911224308e-01
3.203211282085124956e-01 5.669660138037181385e-01
3.127640234148561516e-01 5.740608226511206835e-01
3.057016058088762867e-01 5.815028543660801796e-01
2.992471135518703917e-01 5.893188201500539902e-01
2.934914218808978292e-01 5.975171035366864114e-01
2.885222557754550943e-01 6.060936522598053822e-01
2.844326493549639290e-01 6.150261144329705054e-01
2.813159123793085303e-01 6.242679971927795890e-01
2.792931293785646529e-01 6.337550533510402095e-01
2.784618598631126707e-01 6.433928016699101970e-01
2.788929184788302984e-01 6.530607086417327123e-01
2.806340868427312785e-01 6.626269040157731771e-01
2.837181046876588453e-01 6.719487228494017694e-01
2.881711359112170134e-01 6.808771382064106037e-01
2.939875904489113734e-01 6.892661580362156037e-01
3.010565045457750388e-01 6.970273270701490276e-01
3.092617984162219780e-01 7.040956008822244483e-01
3.185732192327555556e-01 7.103795884520349713e-01
3.289331340438541584e-01 7.158137450252084477e-01
3.402264458695738458e-01 7.203923232503899321e-01
3.523630899507824155e-01 7.241063985262212732e-01
3.653233963880084811e-01 7.268986548192664099e-01
3.790025753792138907e-01 7.288139461162755905e-01
3.932929015533235817e-01 7.299115153836059910e-01
4.081811693605997271e-01 7.301456861609469939e-01
4.236702714955242199e-01 7.294465115076413930e-01
4.397329142047701755e-01 7.277813688047378715e-01
4.563331638561953230e-01 7.251262238018530981e-01
4.734561476316832551e-01 7.214176284118907212e-01
